OBJECTID,conduitid,routeid,startnode,endnode,nestcolumn,nestrow,nbnlength,subductnum,actlength,material,diameter,leadin,fill,cableids,owner,scopestate,blockenda,blockendb,blocksurf,mandrelcal,mandrelscp,mandrelmax,fr02,fr05,fr06,fr07,fr08,fr09,fr10,fr12,fr14,fr15,fr16,ohsflag,stdcomment,fircomment,othcomment,loadsource,phototaken,projectid,Shape,GlobalID
626,4213063956,4202094770,207611751,4213063940,A,A,14.3,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010405000000B2BFEC542D9A6841F84A597E04574DC104560E232D9A684100BC05C204574DC16E3480AD2C9A6841787AA5AC06574DC1F21FD2692C9A6841A83E57BB07574DC15839B4F02B9A68410044FAA509574DC101000000010000000001000000FFFFFFFF0000000002,2648D219-B572-41EC-8AB5-F073E706D8A7
627,207239272,201479413,207237099,207237093,A,A,1,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114FE43FA73509A6841605DDC6690574DC12CD49A5E509A684168BC74BB90574DC1,9E10558F-6FB3-4F6B-A877-600B2D95A42D
628,15011548367,15002527813,15011547216,15011547263,A,A,14,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010404000000F0A7C685C3996841D81B7C59C7554DC18AFD65A9C3996841F09E3C8CC7554DC1A4DFBE14C5996841D0F7537BC7554DC1E4A59BB8C5996841E861A1D6C4554DC101000000010000000001000000FFFFFFFF0000000002,7E7683C4-2FC8-4FD3-A9AE-042DE363A547
629,4213238156,4202130766,5000370668,4213238127,A,A,13.6,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000825149FDD6956841E8839EF5414C4DC18C4AEAAED6956841184850B4404C4DC1F8E46155D595684138EF38C5404C4DC101000000010000000001000000FFFFFFFF0000000002,A18602FF-113E-4FB2-9966-FBE3C91FE674
630,15013842659,15003238309,15013841502,15013841497,A,A,35,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000011450FC1859F395684188B0E1B1FD4C4DC12675024CEE956841D8D7813BFD4C4DC1,3FD3B15D-8D7E-42F5-9BFE-1A7321AD1936
631,5000370322,5000053456,207149926,5000370320,A,A,41.9,0,0,,80, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000024D84B3E79568411895D431C04C4DC1FED478EDE9956841B86B09D1BD4C4DC16C9A7764ED95684150D19164C04C4DC101000000010000000001000000FFFFFFFF0000000002,820111EE-0B58-404D-BEB8-843024C269E8
632,5000370647,5000053500,5000370639,5000370645,A,A,30,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000EC2FBBC5D9956841A0CDAAF75D4C4DC13480B770DA9568413008AC846A4C4DC1D42B65EDDA956841806ABC6C6D4C4DC101000000010000000001000000FFFFFFFF0000000002,22C64CDF-4F62-4F6F-85B0-1959B05BE69F
633,4213235703,4202130282,5000370410,4213235678,A,A,13.2,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000005AF5B9FED9956841587DAE36A14C4DC1BE9F1ADBD99568414060E588A24C4DC1BE309930DA956841F0EBC0D1A74C4DC101000000010000000001000000FFFFFFFF0000000002,1B8DA6E6-91F8-4128-A4D2-77BD402F1584
634,4213064015,4202094786,4213063994,4213063993,A,A,3.9,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114FC18731D3F9A6841C8FEB20B56574DC1941804E83E9A6841A0ABAD4055574DC1,E3B15801-788B-4C4A-A8D7-42EC68ACB51E
635,15013196562,15003120681,15013196537,15013196606,A,A,49.5,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000BA6B09830F966841580E2DA2EE4C4DC14CA60A4A0F966841D8096802EA4C4DC18AFD654310966841807346ECE44C4DC101000000010000000001000000FFFFFFFF0000000002,8ADE05F1-12FE-4528-B64B-6765E542ED3D
636,15009371357,15001822021,207612770,15009371356,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000560E2D462C9868416819E28061504DC1560E2D462C986841F085C90C60504DC1FED4781F2D986841A86054D25B504DC101000000010000000001000000FFFFFFFF0000000002,3BF63AF9-99FA-42ED-A3AA-873C3ADE844C
637,207610157,201546732,207610137,207610154,A,A,18,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001144082E2193F9A6841B0BFECD67C574DC10EE02DEE3C9A6841F8A9F1C285574DC1,22148C40-281E-4B9E-98E5-10604B4C9F34
638,5000370656,5000053505,5000370645,5000370652,A,A,49,0,0,,35, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010405000000100BB5E2DA95684148EA04F46D4C4DC1FE65F77EDA956841186A4D7B6E4C4DC18C4AEAECD995684120FDF6C56B4C4DC11A2FDD1CD6956841984C15DC704C4DC1C6FEB211D5956841806ABC8C754C4DC101000000010000000001000000FFFFFFFF0000000002,1B8E0167-676D-4620-ACD6-FC5E1411116C
639,207611729,201546913,207611643,207611724,A,A,40,0,0,,10, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000011436AB3ED3299A6841903A012543574DC17EFB3ABC2D9A6841D0AACF1533574DC1,A11B62F0-FC1E-4F48-AC87-7956392726EC
640,207500795,201528948,207499384,207500788,A,A,31.4,0,0,,35, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000011460E5D0C6C595684118E2588F574C4DC16A6FF0CDC5956841004D84AD674C4DC1,B100B7C3-FD59-4F5C-B090-5692D43BA05A
641,15016704713,15003948748,15010235756,15016704711,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000226C789AC99968410066F734EE554DC13480B7A8C9996841B0726841F0554DC1B6847CB6C899684100098A27F4554DC101000000010000000001000000FFFFFFFF0000000002,2F918FBF-D582-4427-AC8A-1AE6433F7666
642,4213245813,4202132038,207615370,4213245780,A,A,12.8,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000003CBD52B63798684110D044504A504DC1024D846B37986841E0A59B0C4A504DC1B6A6796736986841187C616A46504DC101000000010000000001000000FFFFFFFF0000000002,B55757EE-4A89-421B-94AD-7E8BCA8A0378
643,15011549954,15002528741,15011547160,15011549953,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000E02D906CBB996841B8F3FD8CB0554DC118B7D108BB996841D088D2AEB0554DC1304CA636BA996841002B871EB4554DC101000000010000000001000000FFFFFFFF0000000002,39141D4D-7126-4A0C-BBDA-60FB21F99BDF
644,15006790294,15001273295,207698986,15006790293,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114DE2406F97499684188F4DB7F1F554DC1DCB5844E75996841A82C43341B554DC1,43505AFB-15FA-49CD-A339-80AB5E313CEE
645,15013842754,15003238362,15013841625,15013841622,A,A,23,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D22814966841E851B8A6434D4DC1C2F5280616966841C0F5287C4E4D4DC1,8B91257A-3C90-421C-A561-844FB8479ACD
646,207615375,201547657,207615336,207615370,A,A,40.2,0,0,,35, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001145C6DC502349868413880B7485C504DC100DE02C13798684198DD93D74A504DC1,5FA59CA6-09A0-4BD9-920B-9AAA0587A105
647,4213063704,4202094713,207612229,4213063694,A,A,10.6,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000C64B372B3E9A684148696FD846574DC1903177393E9A6841808CB93B48574DC148E17A8E3D9A6841F8E461F14A574DC101000000010000000001000000FFFFFFFF0000000002,5EBFE614-4193-4D3E-A1CE-2B6D12CF1683
648,15007373458,15001384238,15007373420,15007373383,A,A,45.6,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040400000062A1D65C2B976841C87F4847DB4C4DC1B0506BBA2D976841E0E00B3BD94C4DC1DCF97EF62C976841A0D63407CB4C4DC1CAA145922B976841287E8C09CA4C4DC101000000010000000001000000FFFFFFFF0000000002,E0C398C3-8EE0-4C03-A895-EEBA2ED1166B
649,207500805,201528951,207500788,207500799,A,A,30.6,0,0,,35, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001146A6FF0CDC595684160FE439A684C4DC172F90FD5C595684148E17A2C7A4C4DC1,30BECFF5-412A-46CD-91E4-FF0691EFBEBC
650,15010246197,15002026424,15010235759,15010235104,A,A,18.6,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114B437F8FED2996841A835CD6B12564DC16E348091D4996841A0B4378018564DC1,52A9BA32-668F-4020-8660-4E6502A053FC
651,5000370423,5000053467,5000370401,5000370421,A,A,19.2,0,0,,35, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000B459F56FD19568417068918DA04C4DC1AACFD568D195684118B7D1A09F4C4DC164CC5DFBD2956841888EE4229B4C4DC101000000010000000001000000FFFFFFFF0000000002,60507CB0-55E1-4CD7-8744-05C2306802CE
652,15014620585,15003442308,15010234965,15014620520,B,B,33.1,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000C0392308C1996841A8E84826ED554DC13E0AD729BD996841A8F1D27DD5554DC152DA1B54BC99684128871679C8554DC101000000010000000001000000FFFFFFFF0000000002,18AB39A5-22BA-49E1-A4F7-CAACD421CA9E
653,15014620586,15003442308,15010234965,15014620520,C,B,33.1,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000C0392308C1996841A8E84826ED554DC13E0AD729BD996841A8F1D27DD5554DC152DA1B54BC99684128871679C8554DC101000000010000000001000000FFFFFFFF0000000002,AC1E3E2A-FF51-4E41-9AD3-25F0D7584445
654,15014620587,15003442308,15010234965,15014620520,D,B,33.1,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000C0392308C1996841A8E84826ED554DC13E0AD729BD996841A8F1D27DD5554DC152DA1B54BC99684128871679C8554DC101000000010000000001000000FFFFFFFF0000000002,1C8D53DB-B01F-464E-8F65-54738D1F0FC4
655,4213060422,4202093912,207611992,4213060411,A,A,10.6,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000005E4BC833419A6841E093875544574DC19A2A1829419A6841A05E290343574DC1984C15D4419A68412806814D40574DC101000000010000000001000000FFFFFFFF0000000002,85B1D7BA-221D-45D5-ACD4-BE7F26D01C45
656,4213233508,4202129732,5000370140,4213233488,A,A,13.7,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000A067B352C8956841D812F2917A4C4DC1DCD7819DC8956841F02FBB3F794C4DC1E4A59BFAC9956841F02FBB3F794C4DC101000000010000000001000000FFFFFFFF0000000002,A79D2B7E-883A-44C4-B103-761AAB0EA5B9
657,207611899,201546928,207611871,207611894,A,A,37.5,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CE88D224139A684198900FD20C574DC136CD3B7C179A684108AC1CFAFA564DC1,5AE50605-18F2-40BF-B47E-5E30F4D73F36
658,207638515,201551283,207237222,207638496,A,A,36.6,0,0,,40, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040300000072AC8B290E9A6841408B6CCF24574DC160764F700D9A6841C86D349022574DC13AB4C8A40B9A6841D0AACF351D574DC101000000010000000001000000FFFFFFFF0000000002,FC41CE29-AB82-4CC4-9C67-A2A459B57164
659,4213235354,4202130197,5000370186,4213235326,A,A,13.9,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000D8A37075D595684190A0F859D34C4DC10A8A1FB9D595684148C807D5D14C4DC104341160D5956841C0F5288CCC4C4DC101000000010000000001000000FFFFFFFF0000000002,373B1540-0711-438D-8718-FA88272302F6
660,207680414,201558405,207680391,207680403,A,A,203,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104040000009C559FDDED996841B81E8513C2564DC1DACEF743EC996841C8EEC9ABC2564DC14C158C9AD899684160DC46E374564DC1244A7BB3D8996841C05296016F564DC101000000010000000001000000FFFFFFFF0000000002,9DF21E62-7663-44C4-9E3C-EC36EFA04382
661,4213235768,4202130296,5000370421,4213235747,A,A,12.8,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000A835CDF7D2956841E0B584AC9A4C4DC12E211FB4D295684110363C259A4C4DC158CA32F0D1956841A0B437B8954C4DC101000000010000000001000000FFFFFFFF0000000002,AAEF4811-850C-4AC9-A4CA-E823DD8708B8
662,4213070858,4202096609,207612452,4213070845,A,A,9.7,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000F831E6F65D9A68413880B7F0B5574DC16232552C5E9A684120EBE2CEB5574DC1AA8251D75E9A6841D05D4B08B3574DC101000000010000000001000000FFFFFFFF0000000002,210BFCE9-2457-4824-BE1B-B65D3F9515FB
663,207585586,201543102,207585526,207585581,A,A,30.9,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114BADA8AA915966841E8F21F5AB64C4DC15E29CB7E1596684140FAEDD3C34C4DC1,D72FEA46-70D3-4A01-ADE3-DA79958F3519
664,15019122397,15003604962,207236984,15015313464,A,A,1,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114C264AA045D9A6841D0DEE0A393574DC1BE9F1A015D9A6841D8F0F49293574DC1,68480985-32BC-4D9E-9F77-9419AC1D6804
665,207611759,201546916,15014595815,207611751,A,A,19.5,0,0,,35, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001140E2DB2672F9A684190E4F2170C574DC116FBCB862D9A684108CE19B104574DC1,76C4A908-7AD4-49CD-8DF0-5A83637DCAC7
666,5000370419,5000053466,5000370410,5000370417,A,A,17,0,0,,35, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001145EBA4902DA956841F8CBEE49A04C4DC1244A7BB7D9956841A0ABADD0994C4DC1,934E2CE6-E81A-40AD-9823-1A12F0823EE1
667,15015355084,15003613918,207698986,15015355074,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010405000000AACFD50A7599684180D0B3A11F554DC1BC9690197699684130E6AE751C554DC13208AC04779968411083C0A217554DC1141DC97D77996841B025E4F311554DC14AEA04707899684138EF38E510554DC101000000010000000001000000FFFFFFFF0000000002,9FC9D1B4-E464-498F-9C0F-74AE63271824
668,15013842665,15003238259,15013841468,15013841376,A,A,38,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114B6A679EBD695684180C0CA590D4D4DC1B4EA73C5D1956841801D38F7124D4DC1,D0CBE168-4059-4F07-846D-AFE840D74458
669,4213169914,4202117587,5000370320,4213169847,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000007EAEB672ED956841E0460310C04C4DC14603782BED956841D8CEF79BBE4C4DC17A58A819ED95684118AE4731B94C4DC101000000010000000001000000FFFFFFFF0000000002,2434D290-83B9-4D11-9BE9-3B1B61FCA673
670,4213236521,4202130469,5000370645,4213236495,A,A,13.8,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000A69BC402DB95684160C3D35B6D4C4DC170810411DB956841A86054826B4C4DC18E976E2ADC95684140575B89684C4DC101000000010000000001000000FFFFFFFF0000000002,17347886-E6F1-47C9-AA6E-0A72EECFE9DE
671,15016169707,15003824745,5001233033,15013855292,A,A,330,0,0,,100, ,0,6PNJ-00-00-TSS-004,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040900000046B6F37BB697684150F38E33404E4DC10AD7A386B6976841703D0A17454E4DC188D2DE78B7976841880D4FA7574E4DC1EEEBC0FFB6976841801D38F7594E4DC1782D21D7B3976841A857CA8A5C4E4DC18E53741CB097684110E02D405F4E4DC106121481A397684188F4DB7F684E4DC1923A01058E976841B003E784834E4DC1D812F2A187976841703480CF804E4DC101000000010000000001000000FFFFFFFF0000000002,6A8823D7-6808-4E78-BB1F-0A44DB53572F
672,207612361,201547054,207611871,207612354,A,A,10,0,0,,30, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010404000000D812F22B139A6841B8847C480D574DC14EF38EC1139A6841D88AFDAD0D574DC1100BB5B0159A68414847726915574DC1244A7B85149A684128ED0DC619574DC101000000010000000001000000FFFFFFFF0000000002,194F5A19-57A9-4062-86AB-F0F1383CE707
673,5000309301,5000042627,5000309299,207612009,A,A,84.5,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000EA73B501489A684150840D7F5F574DC1143FC6E8479A684148B6F31559574DC124B9FC01509A6841C820B00A38574DC101000000010000000001000000FFFFFFFF0000000002,C1FAF926-3E72-47DF-B03F-61C5B76F7D51
674,4213232687,4202129487,5000370155,4213232653,A,A,13.6,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000006A4DF360C89568414082E2E7AC4C4DC1A6BDC1ABC8956841704694A6AB4C4DC1F0F44A05CA95684190ED7CB7AB4C4DC101000000010000000001000000FFFFFFFF0000000002,EBB91F5E-75E0-422C-AF86-66BE8AF9CB89
675,15010246121,15002029045,15010235707,15010246120,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000004CC807E1CF996841D8F97E02FD554DC1EA73B55DD0996841F8A06713FD554DC13255305ED1996841908785FAF8554DC101000000010000000001000000FFFFFFFF0000000002,D9B6606D-FC95-4EB2-82C5-CF9D67160425
676,15014596403,15003436185,15014596284,15014596362,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000011464AA6068299A6841684469A736574DC1DCB584C4289A684150158CBA35574DC1,2C8746D4-3B42-44B9-BC25-5338A086FA97
677,5000370183,5000053428,5000370182,5000370178,A,A,41.1,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000AEB6625FDB95684100000068CD4C4DC192CB7F16DF95684160105871C94C4DC14694F6FAE095684178711B65C74C4DC101000000010000000001000000FFFFFFFF0000000002,AE379C10-FB4E-4C8E-996B-A283B0B653F5
678,5000370184,5000053428,5000370182,5000370178,B,A,41.1,0,0,,100, ,0,6PNJ-00-00-TSS-005,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000AEB6625FDB95684100000068CD4C4DC192CB7F16DF95684160105871C94C4DC14694F6FAE095684178711B65C74C4DC101000000010000000001000000FFFFFFFF0000000002,8DFFDA9A-877B-4A5A-A418-5D9585819A2F
679,4213060316,4202093884,207612250,4213060306,A,A,10.2,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000AAF1D237429A6841E851B8D656574DC1AEB6623B429A6841180456F657574DC166666690419A6841905CFEAB5A574DC101000000010000000001000000FFFFFFFF0000000002,84A6E556-C875-40DA-8B95-BC9C5A0E8C72
680,5000370643,5000053498,5000370636,5000370639,A,A,49,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040300000044FAED41D995684160DC46F3424C4DC188635D3ED9956841C8C342ED534C4DC1244A7BB7D9956841401CEB0A5D4C4DC101000000010000000001000000FFFFFFFF0000000002,5CEC59F7-878E-4578-B233-BF75B4160296
681,15011548371,15002527807,15011547263,15011547268,A,A,24,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114441CEBE6C5996841B0EA732DC4554DC144696F24C8996841708104EDBA554DC1,CFA06FB0-E8E3-4E04-9D1B-2D7D7A3E03DF
682,15011550655,15002529058,15011547344,15011550654,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000000AF9A015B899684170F0856187554DC1D634EF7CB899684170F0856187554DC1AC8BDB40B9996841B8DA8A8D8A554DC101000000010000000001000000FFFFFFFF0000000002,DC9256DE-F14C-4DA5-97F0-895E4905D39B
683,207615306,201547648,207612770,207615299,A,A,21.5,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001142C431C5F2C98684138F8C25C62504DC1285C8FEE2E98684110022B376B504DC1,3B920C6A-7EE0-4C1A-B874-164DA12ECEAF
684,5001197006,5000185925,5001196993,5001196994,A,A,291,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001149C11A5FB19996841B0EA73BD94534DC1782D21FDF7986841809ECD321E534DC1,19098AF1-A8FF-4C4C-95CD-E7C990464B10
685,5001197007,5000185925,5001196993,5001196994,B,A,291,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001149C11A5FB19996841B0EA73BD94534DC1782D21FDF7986841809ECD321E534DC1,26D353C2-8A5D-40B6-8104-C4EDA41822B0
686,5001197008,5000185925,5001196993,5001196994,B,B,291,0,0,,100, ,0,6PNJ-00-00-TSS-002,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001149C11A5FB19996841B0EA73BD94534DC1782D21FDF7986841809ECD321E534DC1,BE34FCE2-07CA-460A-9E05-2F3F84FCA871
687,15014032766,5000185925,5001196993,5001196994,B,A,291,1,0,,32, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001149C11A5FB19996841B0EA73BD94534DC1782D21FDF7986841809ECD321E534DC1,BE561E08-20E9-41AB-A1F5-0A9476291C4E
688,207707572,201563045,207707558,207707569,A,A,18.3,0,0,,35, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001149A9999EBFF986841D0DEE0BB4A534DC1BC969075FE98684128E4834651534DC1,A2848BE7-F507-4ABA-B9AD-A5476E634240
689,15016822889,15003288894,5001197093,15014032680,A,A,1,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001141804565A3C996841208E75110D544DC1A2B4371A3C99684168B3EA0313544DC1,C4A87111-1E41-4132-908F-43671810D56C
690,15010236960,15002027006,15010235216,15010236959,A,A,22,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040300000054522764D6996841E80434F122564DC198FF9078D499684148BF7DBD2A564DC11A51DAC3D5996841C0F528D42F564DC101000000010000000001000000FFFFFFFF0000000002,838134F5-3A43-4DE5-96C3-CDD4EF08A001
